antecedente,consecuente,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,n_antecedentes
motivation_score=bajo + placement_anxiety_score=alto,burnout_cat=alto,0.21341847288425217,0.3433762028959439,0.14191923734148754,0.6649810366624526,1.9365961620350471,0.06863641249464206,1.9599600887143709,0.6148505476485068,2
motivation_score=bajo + stream=cs/it + uses_ai_for_assignments=frequently,burnout_cat=alto,0.05261264502203435,0.3433762028959439,0.034985160536019425,0.6649572649572649,1.9365269327029409,0.016919230264041085,1.9598210270707794,0.51046873314614,3
ai_dependency_score=alto + placement_anxiety_score=alto + weekly_job_application_count=alto,burnout_cat=alto,0.11907545642593759,0.3433762028959439,0.07914380789639357,0.6646525679758308,1.9356395765645005,0.03825612981075369,1.958040331904888,0.5487131653440994,3
degree_type=b.tech/b.e. + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.08418023203525497,0.3433762028959439,0.05594028239949636,0.6645299145299145,1.9352823781189417,0.027034793964331012,1.9573244397751477,0.5277015819506251,3
interview_anxiety_score=alto + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.16593218814641605,0.3433762028959439,0.11026171418293013,0.6644986449864498,1.9351913131493808,0.05328454947899843,1.9571420123699246,0.5793956054587523,3
ai_dependency_score=alto + daily_ai_tool_usage_hrs=alto + placement_anxiety_score=alto,burnout_cat=alto,0.10072848277722816,0.3433762028959439,0.06691249213058728,0.6642857142857143,1.934571204070942,0.032324728191073196,1.9559006722248475,0.5372010319311501,3
fear_of_job_loss_to_ai=alto + motivation_score=bajo + social_media_hrs_per_day=alto,burnout_cat=alto,0.09533231405701952,0.3433762028959439,0.06331504631711485,0.6641509433962264,1.9341787165067157,0.03058019830293187,1.9551158003660094,0.5338807851855868,3
ai_dependency_score=alto + ai_replaces_own_thinking_score=medio + placement_anxiety_score=alto,burnout_cat=alto,0.11026171418293013,0.3433762028959439,0.07320802230416404,0.66394779771615,1.9335871039302963,0.03534677356323165,1.953933920508671,0.5426612667085727,3
fear_of_job_loss_to_ai=alto + internship_experience=1 + motivation_score=bajo,burnout_cat=alto,0.09443295260365141,0.3433762028959439,0.06268549329975717,0.6638095238095238,1.933184414677343,0.030259464606462713,1.9531302746721215,0.5330569144638009,3
resume_confidence_score=bajo + seeks_career_counseling=si + stream=cs/it,burnout_cat=alto,0.09892975987049195,0.3433762028959439,0.06565338609587193,0.6636363636363637,1.932680127625125,0.031683260798134875,1.952124802201248,0.5355673535351325,3
seeks_career_counseling=si + sleep_hours=bajo + weekly_job_application_count=alto,burnout_cat=alto,0.04676679557514165,0.3433762028959439,0.03102797014119975,0.6634615384615384,1.9321709916589433,0.014969365454996778,1.9511107113949093,0.5061169292700569,3
ai_dependency_score=alto + internship_experience=1 + interview_anxiety_score=alto,burnout_cat=alto,0.05153341127799262,0.3433762028959439,0.03417573522798813,0.6631762652705061,1.9313402026041795,0.016480388141076007,1.9494582162726637,0.5084257438589835,3
fear_of_job_loss_to_ai=alto + internship_experience=1 + seeks_career_counseling=si,burnout_cat=alto,0.07527655364691069,0.3433762028959439,0.04991456066193003,0.6630824372759857,1.9310669513021699,0.02406638350356102,1.9489153126811878,0.5214008211674036,3
motivation_score=bajo + sleep_hours=bajo,burnout_cat=alto,0.06673261983991366,0.3433762028959439,0.044248583505710946,0.6630727762803235,1.9310388159929064,0.02133418989578286,1.9488594298048385,0.5166193841759175,2
daily_study_hours=medio + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.08912672002877957,0.3433762028959439,0.05908804748628474,0.6629667003027245,1.9307298954075416,0.02848405278623254,1.9482460566770048,0.5292296654571861,3
ai_replaces_own_thinking_score=medio + fear_of_job_loss_to_ai=alto + motivation_score=bajo,burnout_cat=alto,0.16080582786221784,0.3433762028959439,0.10657433222412087,0.6627516778523489,1.9301036946150516,0.051357437649253726,1.9470038958906333,0.5742331604600969,3
daily_ai_tool_usage_hrs=medio + sleep_hours=medio + stress_level=alto,burnout_cat=alto,0.05306232574871841,0.3433762028959439,0.035165032826693046,0.6627118644067796,1.9299877476005716,0.016944692894270447,1.9467740718160456,0.508863475107965,3
ai_replaces_own_thinking_score=medio + college_tier=tier_3 + seeks_career_counseling=si,burnout_cat=alto,0.08157208382048746,0.3433762028959439,0.054051623347423326,0.6626240352811466,1.92973196655083,0.02604171094283468,1.9462672678868584,0.5245847924173901,3
ai_dependency_score=alto + daily_study_hours=bajo + interview_anxiety_score=alto,burnout_cat=alto,0.06637287525856642,0.3433762028959439,0.043978775069700514,0.6626016260162602,1.929666704996018,0.021187909188127838,1.946138001055395,0.5160259156800738,3
ai_replaces_own_thinking_score=medio + seeks_career_counseling=si + uses_ai_for_assignments=sometimes,burnout_cat=alto,0.04901519920856192,0.3433762028959439,0.03246694846658872,0.6623853211009174,1.9290367693350183,0.015636295478164454,1.9448911381614702,0.5064292963402104,3
ai_dependency_score=medio + ai_replaces_own_thinking_score=bajo + stress_level=alto,burnout_cat=alto,0.051623347423329434,0.3433762028959439,0.03417573522798813,0.662020905923345,1.9279754984184578,0.016449506208987157,1.9427941213284958,0.507521149958823,3
daily_ai_tool_usage_hrs=alto + daily_study_hours=medio + seeks_career_counseling=si,burnout_cat=alto,0.05027430524327727,0.3433762028959439,0.03327637377462002,0.6618962432915921,1.9276124487059227,0.016013373736951827,1.9420777914347478,0.5066973791973791,3
motivation_score=bajo + sleep_hours=medio + uses_ai_for_assignments=frequently,burnout_cat=alto,0.04703660401115208,0.3433762028959439,0.03111790628653656,0.6615678776290631,1.926656163268086,0.014966655804067034,1.9401934795786515,0.504705669278624,3
ai_replaces_own_thinking_score=bajo + fear_of_job_loss_to_ai=alto + stress_level=alto,burnout_cat=alto,0.0762658512456156,0.3433762028959439,0.05045417753395089,0.6615566037735849,1.9266233308953615,0.024266299122604515,1.940128849979929,0.5206662373041728,3
daily_study_hours=medio + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.09146505980753665,0.3433762028959439,0.0604370896663369,0.6607669616519174,1.9243236895253193,0.029030164731974555,1.9356127584197826,0.52869392906638,3
daily_study_hours=medio + fear_of_job_loss_to_ai=alto + motivation_score=bajo,burnout_cat=alto,0.10945228887489883,0.3433762028959439,0.07230866085079593,0.6606409202958092,1.9239566246121274,0.03472534949866321,1.9348938524833799,0.539261127205821,3
daily_ai_tool_usage_hrs=alto + seeks_career_counseling=si + social_media_hrs_per_day=medio,burnout_cat=alto,0.04820577390053062,0.3433762028959439,0.031837395449231046,0.6604477611940298,1.9233940955255153,0.015284679849606447,1.9337931607020549,0.5044007792051104,3
daily_ai_tool_usage_hrs=alto + motivation_score=bajo + weekly_job_application_count=alto,burnout_cat=alto,0.12303264682075726,0.3433762028959439,0.08121233923914022,0.6600877192982456,1.922345560732633,0.038965856141590864,1.9317448482545132,0.5471151949318769,3
ai_dependency_score=alto + placement_anxiety_score=alto,burnout_cat=alto,0.1375123662199838,0.3433762028959439,0.09074557064484216,0.6599084368868542,1.9218234441448223,0.04352709648098766,1.9307265111001959,0.5561364817786945,2
motivation_score=bajo + placement_anxiety_score=alto + resume_confidence_score=bajo,burnout_cat=alto,0.16701142189045778,0.3433762028959439,0.11017177803759332,0.659666128163705,1.9211177786936184,0.0528240301485954,1.9293518848453042,0.5756017786082259,3
fear_of_job_loss_to_ai=alto + resume_confidence_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.14057019516143537,0.3433762028959439,0.092724165842252,0.6596289187460013,1.9210094152794102,0.04445570598737654,1.9291409678075933,0.5578586424442127,3
college_tier=tier_2 + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.05836855832359025,0.3433762028959439,0.03849267020415505,0.6594761171032357,1.9205644175146352,0.018450296278490184,1.9282753136675672,0.5090311437217149,3
degree_type=b.tech/b.e. + interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.10000899361453368,0.3433762028959439,0.06592319453188236,0.6591726618705036,1.9196806776684467,0.03158248604907909,1.9265584759359111,0.532316464423062,3
daily_ai_tool_usage_hrs=alto + daily_study_hours=medio + motivation_score=bajo,burnout_cat=alto,0.06727223671193452,0.3433762028959439,0.04433851965104776,0.6590909090909092,1.9194425925044052,0.021238834448586562,1.9260964715052316,0.5135640163719124,3
internship_experience=2 + motivation_score=bajo + placement_anxiety_score=alto,burnout_cat=alto,0.05800881374224301,0.3433762028959439,0.038222861768144614,0.6589147286821705,1.9189295097477876,0.01830401557083516,1.9251015869641641,0.5083658133866492,3
ai_replaces_own_thinking_score=medio + daily_study_hours=bajo + seeks_career_counseling=si,burnout_cat=alto,0.08400035974458135,0.3433762028959439,0.055310729382138685,0.658458244111349,1.9176001090293582,0.02646700481115104,1.9225286097027847,0.5223963185139952,3
ai_replaces_own_thinking_score=medio + daily_ai_tool_usage_hrs=alto + motivation_score=bajo,burnout_cat=alto,0.12033456246065294,0.3433762028959439,0.07923374404173038,0.6584454409566518,1.917562822943167,0.03791371890684658,1.9224565438188779,0.5439621467226471,3
ai_dependency_score=alto + college_tier=tier_3 + interview_anxiety_score=alto,burnout_cat=alto,0.07977336091375124,0.3433762028959439,0.05252270887669754,0.6583990980834272,1.9174278605525477,0.025130435113885935,1.9221957360768898,0.5199458186511293,3
internship_experience=2 + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.05603021854483317,0.3433762028959439,0.03687381958809245,0.6581059390048153,1.9165741057607493,0.017634375896737737,1.9205475380085764,0.5066218024985126,3
interview_anxiety_score=alto + motivation_score=bajo + weekly_job_application_count=alto,burnout_cat=alto,0.19417213778217465,0.3433762028959439,0.12770932637827143,0.6577119036591015,1.9154265732806572,0.061035234998440255,1.918336641336478,0.5930833438128773,3
resume_confidence_score=medio + stress_level=alto,burnout_cat=alto,0.07015019336271247,0.3433762028959439,0.046137242557783974,0.6576923076923077,1.9153695047749526,0.02204933552847952,1.9182268230006132,0.5139620660769505,2
college_tier=tier_3 + fear_of_job_loss_to_ai=alto + motivation_score=bajo,burnout_cat=alto,0.1292382408489972,0.3433762028959439,0.08498965734328627,0.6576200417536535,1.91515904773674,0.04061232093160614,1.9178219439807496,0.5487725545358265,3
social_media_hrs_per_day=bajo + stress_level=alto,burnout_cat=alto,0.04937494378990916,0.3433762028959439,0.03246694846658872,0.6575591985428051,1.914981856625838,0.015512767749809048,1.9174811947347168,0.5026186064673709,2
career_clarity_score=bajo + interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.10108822735857541,0.3433762028959439,0.06646281140390323,0.6574733096085409,1.9147317259134011,0.03175151973603373,1.9170003842726206,0.531457745110715,3
placement_anxiety_score=alto + resume_confidence_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.13625326018526845,0.3433762028959439,0.08957640075546362,0.6574257425742575,1.9145931984502798,0.04279027364085305,1.9167342054193546,0.5530508121615993,3
fear_of_job_loss_to_ai=alto + motivation_score=bajo + stream=cs/it,burnout_cat=alto,0.1425487903588452,0.3433762028959439,0.09371346344095692,0.6574132492113565,1.9145568145576408,0.04476560108012671,1.9166643064639572,0.5570998149063036,3
career_clarity_score=medio + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.08094253080312978,0.3433762028959439,0.05315226189405522,0.6566666666666666,1.912382573773354,0.025358523014088537,1.9124964964195805,0.5191101675340499,3
fear_of_job_loss_to_ai=alto + motivation_score=bajo + uses_ai_for_assignments=sometimes,burnout_cat=alto,0.08247144527385557,0.3433762028959439,0.05414155949276014,0.6564885496183205,1.9118638510230763,0.025822827767282973,1.9115048315695846,0.5198205550211311,3
motivation_score=bajo + placement_anxiety_score=alto + sleep_hours=medio,burnout_cat=alto,0.1498336181311269,0.3433762028959439,0.09830020685313427,0.656062424969988,1.910622866223493,0.046850907993107066,1.9091365549308157,0.5606084670448849,3
degree_type=b.tech/b.e. + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.08642863566867524,0.3433762028959439,0.05665977156219085,0.6555671175858481,1.9091804034670101,0.0269822348248042,1.9063911450664588,0.5212674660991258,3
interview_anxiety_score=alto + resume_confidence_score=bajo + seeks_career_counseling=si,burnout_cat=alto,0.1408400035974458,0.3433762028959439,0.09227448511556795,0.6551724137931035,1.9080309242968878,0.04391337946442593,1.904209011601763,0.5539125212801711,3
placement_anxiety_score=alto + seeks_career_counseling=si + weekly_job_application_count=alto,burnout_cat=alto,0.16755103876247865,0.3433762028959439,0.10972209731090926,0.6548577563070317,1.9071145606018558,0.05218905782937823,1.9024729922315031,0.5713835597999347,3
placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.19219354258476481,0.3433762028959439,0.1258206673261984,0.654656059897052,1.9065271686734733,0.05982597845232196,1.901361862346027,0.5886138888849098,2
ai_dependency_score=alto + ai_replaces_own_thinking_score=medio + interview_anxiety_score=alto,burnout_cat=alto,0.11457864915909705,0.3433762028959439,0.07500674521090026,0.6546310832025117,1.9064544301018145,0.035663163729702976,1.9012243579785622,0.5369941527732612,3
interview_anxiety_score=alto + motivation_score=bajo + resume_confidence_score=medio,burnout_cat=alto,0.04973468837125641,0.3433762028959439,0.03255688461192553,0.6546112115732369,1.9063965587959195,0.01547917616679045,1.9011149727672407,0.5003341270812351,3
career_clarity_score=bajo + motivation_score=bajo + placement_anxiety_score=alto,burnout_cat=alto,0.10675420451479449,0.3433762028959439,0.06988038492670204,0.6545914069081719,1.906338882507062,0.033223531537234875,1.90100596868906,0.5322547246631015,3
college_tier=tier_3 + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.1166471805018437,0.3433762028959439,0.07635578739095242,0.6545875096376252,1.9063275326508,0.036301921471711546,1.9009845197409834,0.5382120952003374,3
college_tier=tier_2 + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.05899811134094793,0.3433762028959439,0.03858260634949186,0.6539634146341463,1.904510007154812,0.018324058899205034,1.8975559951553336,0.5047073414654413,3
internship_experience=2 + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.05504092094612825,0.3433762028959439,0.035974458134724344,0.65359477124183,1.903436422587194,0.017074715696347,1.8955366218286895,0.5022803845055677,3
ai_dependency_score=alto + fear_of_job_loss_to_ai=alto + interview_anxiety_score=alto,burnout_cat=alto,0.12734958179692418,0.3433762028959439,0.08319093443655005,0.6532485875706215,1.902428246515909,0.039462118598735815,1.8936441887970337,0.543580781647359,3
interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.2267290223941002,0.3433762028959439,0.14803489522439067,0.6529155097183656,1.9014582379671314,0.07018154442839511,1.8918269628563713,0.6130940621134021,2
ai_replaces_own_thinking_score=medio + seeks_career_counseling=si + sleep_hours=medio,burnout_cat=alto,0.09946937674251281,0.3433762028959439,0.06493389693317744,0.6528028933092225,1.9011302699594668,0.03077848004290728,1.8912133322840783,0.5263531370437268,3
placement_anxiety_score=alto + stress_level=alto + uses_ai_for_assignments=rarely,burnout_cat=alto,0.04658692328446803,0.3433762028959439,0.030398417123842073,0.6525096525096525,1.900276277175177,0.014401576301816807,1.889617371666117,0.4969102501773585,3
interview_anxiety_score=alto + motivation_score=bajo + resume_confidence_score=bajo,burnout_cat=alto,0.17699433402284379,0.3433762028959439,0.11547801061246515,0.6524390243902439,1.9000705898887171,0.054702368261604684,1.8892333811414947,0.5755777674060442,3
college_tier=tier_2 + fear_of_job_loss_to_ai=alto + seeks_career_counseling=si,burnout_cat=alto,0.07554636208292112,0.3433762028959439,0.04928500764457235,0.6523809523809524,1.899901469230961,0.02334418468993679,1.8889177724911201,0.51236416391438,3
fear_of_job_loss_to_ai=alto + motivation_score=bajo + resume_confidence_score=bajo,burnout_cat=alto,0.18023203525496898,0.3433762028959439,0.1175465419552118,0.6521956087824351,1.899361700904111,0.055659150049152666,1.887911175604775,0.5776114184938604,3
daily_ai_tool_usage_hrs=alto + degree_type=b.tech/b.e. + motivation_score=bajo,burnout_cat=alto,0.06412447162514615,0.3433762028959439,0.041820307581617054,0.6521739130434783,1.8992985173207004,0.019801490002265675,1.8877934166741612,0.5059324748542507,3
career_clarity_score=medio + interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.09479269718499865,0.3433762028959439,0.061786131846389064,0.6518026565464896,1.8982173227188104,0.029236575424739196,1.8857806053070167,0.5227420601606297,3
ai_replaces_own_thinking_score=bajo + placement_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.07923374404173038,0.3433762028959439,0.051623347423329434,0.6515323496027241,1.8974301192332867,0.024416365253050937,1.8843178021129423,0.5136714828203732,3
ai_dependency_score=alto + degree_type=b.tech/b.e. + placement_anxiety_score=alto,burnout_cat=alto,0.06115657882903139,0.3433762028959439,0.039841712384207216,0.6514705882352941,1.8972502542137861,0.018841998563787946,1.8839838904251398,0.5037276647716055,3
daily_ai_tool_usage_hrs=alto + degree_type=b.sc/b.a/b.com + motivation_score=bajo,burnout_cat=alto,0.04928500764457235,0.3433762028959439,0.03210720388524148,0.6514598540145985,1.8972189933966266,0.015183905100550656,1.8839258681310087,0.4974284861044976,3
daily_ai_tool_usage_hrs=alto + motivation_score=bajo,burnout_cat=alto,0.15181221332853673,0.3433762028959439,0.09883982372515514,0.6510663507109005,1.8960730103600059,0.04671112235917319,1.8818013064713863,0.5571810349177576,2
college_tier=tier_2 + interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.0695206403453548,0.3433762028959439,0.045237881104415865,0.6507115135834411,1.8950396331938926,0.021366147599733376,1.8798896117090198,0.5075948715209229,3
ai_dependency_score=alto + interview_anxiety_score=alto + stream=cs/it,burnout_cat=alto,0.09731090925442935,0.3433762028959439,0.06331504631711485,0.6506469500924215,1.8948516076683168,0.02990079579697713,1.8795421917105521,0.5231637260318639,3
internship_experience=2 + interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.06097670653835777,0.3433762028959439,0.039661840093533594,0.6504424778761062,1.8942561318764863,0.01872389013729203,1.878442761335654,0.5027439574623068,3
ai_dependency_score=alto + career_clarity_score=medio + placement_anxiety_score=alto,burnout_cat=alto,0.06970051263602842,0.3433762028959439,0.045327817249752676,0.6503225806451614,1.8939069602392742,0.021394319880892482,1.8777986817551422,0.5073537761327784,3
daily_ai_tool_usage_hrs=alto + placement_anxiety_score=alto + social_media_hrs_per_day=alto,burnout_cat=alto,0.04757622088317295,0.3433762028959439,0.030938033995862937,0.6502835538752363,1.8937933042270172,0.014601491920860302,1.8775891279353818,0.4955349496014231,3
degree_type=b.sc/b.a/b.com + interview_anxiety_score=alto + motivation_score=bajo,burnout_cat=alto,0.06988038492670204,0.3433762028959439,0.04541775339508949,0.64993564993565,1.892780118290857,0.02142249216205159,1.8757231262862193,0.5071139312732279,3
ai_replaces_own_thinking_score=bajo + interview_anxiety_score=alto + stress_level=alto,burnout_cat=alto,0.07806457415235182,0.3433762028959439,0.050723985969961326,0.6497695852534563,1.89229649513703,0.02391846891683791,1.8748337364681604,0.5114692149044792,3
daily_ai_tool_usage_hrs=alto + motivation_score=bajo + social_media_hrs_per_day=alto,burnout_cat=alto,0.05800881374224301,0.3433762028959439,0.03768324489612375,0.6496124031007752,1.8918387401984071,0.017764398698814295,1.87399269527485,0.5004438767116483,3
college_tier=tier_2 + seeks_career_counseling=si + stream=cs/it,burnout_cat=alto,0.04901519920856192,0.3433762028959439,0.031837395449231046,0.6495412844036698,1.8916316242232591,0.015006742460806778,1.87361240534927,0.4956502411308411,3
career_clarity_score=medio + seeks_career_counseling=si + stream=cs/it,burnout_cat=alto,0.06736217285727134,0.3433762028959439,0.04370896663369008,0.6488651535380507,1.8896625568856957,0.020578399499140036,1.8700046541100304,0.5048100924239358,3
career_clarity_score=bajo + seeks_career_counseling=si + stream=cs/it,burnout_cat=alto,0.06115657882903139,0.3433762028959439,0.039661840093533594,0.6485294117647059,1.8886847903121438,0.018662126273114324,1.8682183348567287,0.5011815755455676,3
seeks_career_counseling=si + stream=cs/it + weekly_job_application_count=alto,burnout_cat=alto,0.12636028419821926,0.3433762028959439,0.0819318284018347,0.6483985765124556,1.8883037643378715,0.03854271381699783,1.867523147634006,0.5384647459605982,3
ai_dependency_score=alto + placement_anxiety_score=alto + resume_confidence_score=bajo,burnout_cat=alto,0.09892975987049195,0.3433762028959439,0.06412447162514615,0.6481818181818182,1.8876725082146768,0.03015434632740909,1.8663725499081698,0.5218761771988061,3
placement_anxiety_score=alto + resume_confidence_score=medio + seeks_career_counseling=si,burnout_cat=alto,0.05594028239949636,0.3433762028959439,0.036244266570734776,0.6479099678456591,1.88688080997273,0.017035704811468915,1.8649315150626613,0.4978761508369045,3
daily_ai_tool_usage_hrs=alto + motivation_score=bajo + sleep_hours=medio,burnout_cat=alto,0.10468567317204784,0.3433762028959439,0.06781185358395539,0.647766323024055,1.8864624792311335,0.03186528463253182,1.8641709751929787,0.5248517533143175,3
ai_dependency_score=alto + career_clarity_score=bajo + weekly_job_application_count=alto,burnout_cat=alto,0.06025721737566328,0.3433762028959439,0.03903228707617591,0.6477611940298507,1.8864475422781324,0.01834139257664516,1.8641438307615146,0.5000337385933784,3
ai_dependency_score=alto + career_clarity_score=bajo + fear_of_job_loss_to_ai=alto,burnout_cat=alto,0.06151632341037863,0.3433762028959439,0.039841712384207216,0.6476608187134504,1.88615522348739,0.01871847083543254,1.8636127685442923,0.5006170629534007,3
fear_of_job_loss_to_ai=alto + motivation_score=bajo + weekly_job_application_count=alto,burnout_cat=alto,0.21755553556974547,0.3433762028959439,0.1408400035974458,0.6473749483257545,1.8853226952420283,0.06613660987451314,1.8621019521626163,0.600153550300201,3
interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.1971400305782894,0.3433762028959439,0.12761939023293462,0.6473540145985401,1.8852617308332027,0.059926195094171325,1.8619914142976595,0.5848711966681752,2
ai_dependency_score=alto + interview_anxiety_score=alto + resume_confidence_score=bajo,burnout_cat=alto,0.1018976526666067,0.3433762028959439,0.06592319453188236,0.646954986760812,1.8840996589296668,0.030933965475213203,1.8598869052972387,0.5224822254567035,3
interview_anxiety_score=alto + seeks_career_counseling=si + weekly_job_application_count=alto,burnout_cat=alto,0.17114848457595108,0.3433762028959439,0.11071139490961418,0.6468733578560169,1.8838619345209668,0.05194307814452908,1.859456973049135,0.5660549907200559,3
daily_ai_tool_usage_hrs=alto + motivation_score=bajo + stream=cs/it,burnout_cat=alto,0.1133195431243817,0.3433762028959439,0.07329795844950085,0.6468253968253967,1.8837222596389696,0.0343867240175475,1.8592044592159784,0.5290927227278864,3
career_clarity_score=bajo + daily_ai_tool_usage_hrs=alto + placement_anxiety_score=alto,burnout_cat=alto,0.05728932457954852,0.3433762028959439,0.037053691878766074,0.6467817896389324,1.8835952642732554,0.017381901138167434,1.8589749278012604,0.4976080122558689,3
fear_of_job_loss_to_ai=alto + internship_experience=0 + motivation_score=bajo,burnout_cat=alto,0.052702581167371164,0.3433762028959439,0.034085799082651316,0.6467576791808873,1.8835250484055228,0.015988986878584122,1.8588480439757333,0.4951777389167904,3
career_clarity_score=bajo + fear_of_job_loss_to_ai=alto + motivation_score=bajo,burnout_cat=alto,0.1051353538987319,0.3433762028959439,0.06799172587462901,0.6467065868263473,1.8833762543012456,0.031890747262761185,1.8585792223114805,0.5241447980643961,3
daily_study_hours=bajo + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.0910153790808526,0.3433762028959439,0.05881823905027431,0.6462450592885376,1.8820321671632396,0.027565723776356216,1.85615442086398,0.5155856797102804,3
career_clarity_score=bajo + fear_of_job_loss_to_ai=alto + seeks_career_counseling=si,burnout_cat=alto,0.09479269718499865,0.3433762028959439,0.0612465149743682,0.6461100569259962,1.8816390054898249,0.02869695855271833,1.8554463328355901,0.5176145071718119,3
daily_study_hours=bajo + seeks_career_counseling=si + stream=cs/it,burnout_cat=alto,0.07131936325209101,0.3433762028959439,0.04604730641244716,0.6456494325346784,1.8802975485471685,0.021557934265987636,1.8530344167384927,0.5041230116937827,3
ai_dependency_score=alto + interview_anxiety_score=alto + weekly_job_application_count=alto,burnout_cat=alto,0.12114398776868424,0.3433762028959439,0.07815451029768865,0.6451373422420194,1.8788062096356766,0.03655654777400518,1.8503603654794218,0.5322227100091522,3
career_clarity_score=bajo + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.09695116467308211,0.3433762028959439,0.06250562100908355,0.6447124304267161,1.8775687569184536,0.029214898217301243,1.8481473975931393,0.5175759243217914,3
career_clarity_score=medio + fear_of_job_loss_to_ai=alto + seeks_career_counseling=si,burnout_cat=alto,0.09488263333033546,0.3433762028959439,0.06115657882903139,0.6445497630331753,1.8770950275447555,0.028576140475292673,1.8473016158527442,0.516244564200879,3
career_clarity_score=bajo + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.09254429355157838,0.3433762028959439,0.059627664358305604,0.6443148688046647,1.8764109550128514,0.027850156238877037,1.8460816590712394,0.514700276695263,3
degree_type=b.tech/b.e. + fear_of_job_loss_to_ai=alto + motivation_score=bajo,burnout_cat=alto,0.11349941541505532,0.3433762028959439,0.07311808615882723,0.644215530903328,1.8761216574421433,0.03414508786269617,1.845566218141021,0.5267740746799776,3
motivation_score=bajo + seeks_career_counseling=si + uses_ai_for_assignments=rarely,burnout_cat=alto,0.054051623347423326,0.3433762028959439,0.0348052882453458,0.6439267886855241,1.8752807656873605,0.016245247059945834,1.8440696357922322,0.493416478604661,3
ai_dependency_score=alto + ai_replaces_own_thinking_score=medio + career_clarity_score=bajo,burnout_cat=alto,0.05881823905027431,0.3433762028959439,0.03786311718679737,0.6437308868501528,1.8747102490536534,0.017666333600688252,1.843055636506663,0.49574296404824136,3
college_tier=tier_3 + interview_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.11988488173396888,0.3433762028959439,0.07716521269898372,0.6436609152288071,1.8745064736587496,0.035999597224544176,1.8426937295572767,0.5300741223488004,3
career_clarity_score=medio + fear_of_job_loss_to_ai=alto + motivation_score=bajo,burnout_cat=alto,0.11475852144977067,0.3433762028959439,0.07383757532152171,0.6434169278996864,1.8737959196743355,0.034432229976146735,1.8414328903401653,0.5267759859019244,3
ai_dependency_score=alto + placement_anxiety_score=alto + sleep_hours=medio,burnout_cat=alto,0.09407320802230416,0.3433762028959439,0.06052702581167371,0.6434034416826004,1.873756644334425,0.028224524846734662,1.8413632487153961,0.5147355950889856,3
degree_type=b.sc/b.a/b.com + placement_anxiety_score=alto + seeks_career_counseling=si,burnout_cat=alto,0.05773900530623258,0.3433762028959439,0.037143628024102884,0.6433021806853582,1.873461746212807,0.017317427623059985,1.840840514151982,0.4947978981285189,3
ai_dependency_score=alto + daily_ai_tool_usage_hrs=alto + interview_anxiety_score=alto,burnout_cat=alto,0.10486554546272146,0.3433762028959439,0.06745210900260815,0.6432246998284734,1.873236101988684,0.031443776187006875,1.840440738998388,0.5207759134599284,3
degree_type=b.sc/b.a/b.com + fear_of_job_loss_to_ai=alto + seeks_career_counseling=si,burnout_cat=alto,0.06718230056659771,0.3433762028959439,0.043169349761669217,0.642570281124498,1.8713302660616273,0.020100546491296875,1.837071072796741,0.49915517740069426,3
placement_anxiety_score=alto + seeks_career_counseling=si + social_media_hrs_per_day=medio,burnout_cat=alto,0.08579908265131757,0.3433762028959439,0.05513085709146506,0.6425576519916143,1.871293486771807,0.02566949387870038,1.8370061655051892,0.5093084818279786,3
degree_type=b.tech/b.e. + seeks_career_counseling=si + stream=cs/it,burnout_cat=alto,0.0645741523518302,0.3433762028959439,0.04146056300026981,0.6420612813370474,1.8698479274978077,0.019287335760474172,1.834458701637013,0.4973105581162833,3
